"scenario_id","residual_loss"
"sha256:ff2d3-r2j-00462","33419.52206681791"
"sha256:ff2d3-r2j-00463","41327.18474860483"
"sha256:ff2d3-r2j-00464","30021.884580360085"
"sha256:ff2d3-r2j-00465","29950.351067290932"
"sha256:ff2d3-r2j-00466","13267.841000570159"
"sha256:ff2d3-r2j-00467","31288.83359025541"
"sha256:ff2d3-r2j-00468","29950.351067290932"
"sha256:ff2d3-r2j-00469","20705.17862950693"
"sha256:ff2d3-r2j-00470","12106.785640035494"
"sha256:ff2d3-r2j-00471","38429.38898959604"
"sha256:ff2d3-r2j-00472","56426.731758565766"
"sha256:ff2d3-r2j-00473","45633.48085190072"
"sha256:ff2d3-r2j-00474","3872.199011928802"
"sha256:ff2d3-r2j-00475","-1413.7503018178395"
"sha256:ff2d3-r2j-00476","24564.786968111657"
"sha256:ff2d3-r2j-00477","24770.28986315561"
"sha256:ff2d3-r2j-00478","29950.351067290932"
"sha256:ff2d3-r2j-00479","40709.97035219579"
"sha256:ff2d3-r2j-00480","37616.820179317714"
"sha256:ff2d3-r2j-00481","24828.437687093596"
"sha256:ff2d3-r2j-00482","22412.939300142913"
"sha256:ff2d3-r2j-00483","29950.351067290932"
"sha256:ff2d3-r2j-00484","29950.351067290932"
"sha256:ff2d3-r2j-00485","18431.146809005208"
"sha256:ff2d3-r2j-00486","29950.351067290932"
"sha256:ff2d3-r2j-00487","17613.214827559903"
"sha256:ff2d3-r2j-00488","29950.351067290932"
"sha256:ff2d3-r2j-00489","14415.385512472014"
"sha256:ff2d3-r2j-00490","11628.805649679045"
"sha256:ff2d3-r2j-00491","18623.991621358728"
"sha256:ff2d3-r2j-00492","12412.917424056475"
"sha256:ff2d3-r2j-00493","-5051.681205496745"
"sha256:ff2d3-r2j-00494","8186.98656612802"
"sha256:ff2d3-r2j-00495","19550.103655294282"
"sha256:ff2d3-r2j-00496","45210.84559706674"
"sha256:ff2d3-r2j-00497","21416.778263155604"
"sha256:ff2d3-r2j-00498","30056.70165291658"
"sha256:ff2d3-r2j-00499","47633.573709932956"
"sha256:ff2d3-r2j-00500","29950.351067290932"
"sha256:ff2d3-r2j-00501","41837.45748113218"
"sha256:ff2d3-r2j-00502","28553.49621540533"
"sha256:ff2d3-r2j-00503","40254.548245177895"
"sha256:ff2d3-r2j-00504","24492.28217672983"
"sha256:ff2d3-r2j-00505","61177.65798638883"
"sha256:ff2d3-r2j-00506","29950.351067290932"
"sha256:ff2d3-r2j-00507","25766.78058705698"
"sha256:ff2d3-r2j-00508","-4561.572062759922"
"sha256:ff2d3-r2j-00509","18452.238538549856"
"sha256:ff2d3-r2j-00510","25789.62743395639"
"sha256:ff2d3-r2j-00511","18050.896190523767"
